Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_Per_SQM,Postal_District,Market_Tier
"12 Seacliff Drive, Baldoyle, Baldoyle, Dublin 13, D13KD32",425000.0,4,1,End of Terrace,93.0,D2,53.392527,-6.139931,782.0,baldoyle-dublin,Dublin,"Delightful four bed end terrace property, Leafy and quiet cul-de-sac location, Large south west facing rear garden, Large Driveway for multiple vehicles, Excellent location close to plenty of amenities, Short walk to Bayside DART station",,4569.89247311828,Dublin 13,Mid-Market
"16 Brookwood Drive, Artane, Dublin 5, D05A0K7",595000.0,3,1,Semi-D,106.0,E1,53.380797,-6.20236,651.0,artane-dublin,Dublin,"Excellent location, Converted garage, Partially double glazed, Gas fired central heating, Large gardens - great potential to extend, Off street parking, Within 1 km of Killester DART Station, Within short walking distance of St Anne’s Park & Dollymount Strand, Within 5 kms of city centre, Excellent location",,5613.207547169812,Dublin 5,Mid-Market
"Apartment 21 , Sorrell Hall, Ticknock, Co. Dublin, D18RC65",375000.0,2,2,Apartment,84.0,C1,53.268095,-6.244818,896.0,ticknock-dublin,Dublin,"Well proportioned accommodation c. 84 Sq. M plus balcony 12 Sq.M  (904 Sq. Ft.) , Light fittings and kitchen appliances namely oven, hob, extractor fan, fridge freezer, dishwasher, washer/dryer are included in the sale , Large full length private balcony with sunny south facing aspect with outlook to green area and mountains , Gas Fired Central Heating , Double glazed windows , Designated secure underground car parking space and communal guest parking ,  Prime Location: Situated in the popular Ticknock Hill development with easy access to Sandyford, Dundrum and the M50., Manicured, mature communal gardens and grounds , Open outlook over communal gardens, Wired for burglar alarm system ",2003.0,4464.285714285715,Greater Dublin,Affordable
"25 Lapwing Thornwood Booterstown, Booterstown, Co. Dublin, A94R254",495000.0,2,2,Apartment,72.0,B3,53.300201,-6.204379,946.0,booterstown-dublin,Dublin,"Quiet well-maintained development, Bright spacious accommodation, Large Balcony, Two secure underground designated car parking spaces Gas central heating Lift access, Well serviced by public transport facilities, Convenient residential location close to the Smurfit Business School in Blackrock and the UCD campus at Belfield, Service charge Ã¢Â‚Â¬2600",2006.0,6875.0,Greater Dublin,Mid-Market
"51 Harcourt Green, Charlemont Street, Dublin 2, D02YT68",495000.0,2,2,Apartment,70.0,B3,53.331403,-6.261173,1176.0,dublin-2-dublin,Dublin,"Beautiful bright two bedroom, fourth floor apartment, One secure and designated car parking space, Excellent B3 energy rating, Close to Harcourt LUAS,walking distance City centre, En-suite, two double bedrooms, Excellent condition throughout, Management company charge Â€2,500 p/a",1996.0,7071.428571428572,Dublin 2,Mid-Market
"5 Three Rock Close, Walkinstown, Dublin 12, D12N25Y",465000.0,3,1,Semi-D,98.0,D2,53.305747,-6.342464,807.0,walkinstown-dublin,Dublin,,,4744.897959183673,Dublin 12,Mid-Market
"21 Abby Well, Chapel Road, Kinsealy, Co. Dublin, K36RX86",495000.0,3,3,End of Terrace,113.0,C1,53.425602,-6.174296,3513.0,kinsealy-dublin,Dublin,"Excellent location, cul-de-sac, side entrance, three generous bedrooms, built in wardrobes, gas fired central heating, private parking, south facing low maintenance garden",2005.0,4380.530973451328,Greater Dublin,Mid-Market
"1 Carrigmore Downs, Citywest, Co. Dublin, D24F383",350000.0,3,3,Duplex,110.0,B3,53.283718,-6.427273,554.0,citywest-dublin,Dublin,"Perfect location., Well serviced public transport area- across the road from Fortunestown Luas Stop, Impressive living space of 110 sq.m, B3 BER, South facing rear balcony., Quiet, peaceful surroundings., Management fee of €1650",,3181.818181818182,Greater Dublin,Affordable
"50 Newcastle Manor Square, Newcastle, Co. Dublin",339000.0,3,3,Terrace,99.0,B3,53.2985591,-6.4905818,769.0,newcastle-dublin,Dublin,,,3424.242424242424,Greater Dublin,Affordable
"Apartment 26 , Bushy Park House, Templeogue, Dublin 6W, D6WXT67",498000.0,2,2,Apartment,78.0,C2,53.301151,-6.295442,859.0,templeogue-dublin,Dublin,"Easy access to the City Centre via frequent bus routes and also convenient access to the M50 motorway network., Excellent array of schools offered in the local area including Terenure College., Ample recreational facilities close by including Bushy Park, Terenure Rugby Football Club and Templeogue Synge Street GAA Club., Set in beautifully maintained landscaped gardens., Ideally located close to Terenure and Templeogue Villages and all their amenities., Designated Parking Space, Easy access to the City Centre via frequent bus routes and also convenient access to the M50 motorway network., Excellent array of schools offered in the local area including Terenure College., Ample recreational facilities close by including Bushy Park, Terenure Rugby Football Club and Templeogue Synge Street GAA Club., Set in beautifully maintained landscaped gardens.",2002.0,6384.615384615385,Dublin 6W,Mid-Market
"28 Castlegate Dene, Adamstown, Co. Dublin, K78K0W4",290000.0,2,2,Duplex,80.0,B3,53.33693,-6.454572,1516.0,adamstown-dublin,Dublin,"2 Bed Top Floor Duplex, Private & Secure Own Door Entrance, PVC Double Glazed Windows, GFCH, Well serviced by Dublin Bus and Adamstown Train Station, Excellent Condition Throughout, Annual Service Charge region €1,450 pa",,3625.0,Greater Dublin,Affordable
"23 White Pines Meadow, Stocking Avenue, Rathfarnham, Dublin 16, D16X9P7",525000.0,3,3,Terrace,103.0,A2,53.27385,-6.316246,1821.0,rathfarnham-dublin,Dublin,"Impressive modern three-bedroom family home, Excellent position in quiet cul-de-sac setting, Energy efficient a-rated property, Spacious accommodation c.103 square metres, Excellent show-home quality interior finishes, Attractive fully fitted kitchen with full range of appliances, Generous attic space with conversion potential, Very private fully fenced north-west facing rear garden, Close to a range of schools, shops & sports clubs, Regular public transport links with 15B bus stopping nearby",2018.0,5097.0873786407765,Dublin 16,Mid-Market
"10 Llewllyn Park, Marley Grange, Rathfarnham, Dublin 14, D16PF62",550000.0,3,1,Semi-D,78.0,D1,53.281337,-6.264201,854.0,rathfarnham-dublin,Dublin,"Spacious layout, Large rear garden, Built-in wardrobe, Ample extra storage available, Parking available for one car, Excellent transport links, Walking distance to nearby bus stop, Close to local amenities",1978.0,7051.282051282052,Dublin 14,Mid-Market
"Tralee, St Johns Avenue, D22RY66, Clondalkin, Dublin 22",545000.0,4,3,Bungalow,162.0,C2,53.3156032,-6.4006337,343.0,clondalkin-dublin,Dublin,,,3364.1975308641977,Dublin 22,Mid-Market
"69 Knockmaree, Chapelizod, Dublin 20, D20VN52",350000.0,2,1,Apartment,,B2,53.346079,-6.346273,1223.0,chapelizod-dublin,Dublin,,,,Dublin 20,Affordable
"21 Dakota Court, Phibsborough, Dublin 7, D07X868",325000.0,1,0,Apartment,,E1,53.363618,-6.269576,861.0,dublin-7-dublin,Dublin,,2004.0,,Dublin 7,Affordable
"138 Cromwellsfort Road, Walkinstown, Dublin 12, D12AW24",640000.0,3,1,Semi-D,110.0,SI_666,53.316335,-6.320302,727.0,walkinstown-dublin,Dublin,"Approx. 110 sq.m. plus workshop/garage approx. 48 sq.m., Semi-detached house with covered side entrance, Garage / Workshop with 3-phase electricity and water supply, South facing rear garden approx. 20 meters long, Sunroom extension, Excellent off street parking to the front, Gas fired radiator central heating, Double glazed windows, No onward chain, Approx. 110 sq.m. plus workshop/garage approx. 48 sq.m.",,5818.181818181818,Dublin 12,Premium
"Apartment 7, The Cutlers, Temple Bar, Dublin 2, D08CY98",295000.0,2,1,Apartment,52.0,F,53.34457,-6.267882,2610.0,temple-bar-dublin,Dublin,"Year of construction 1996, Second floor, West facing, Open plan, Feature fireplace, Ornate coving, Designated car space, Service charge €2400 approx, Vacant for 2 years, No rent cap",1996.0,5673.076923076923,Dublin 2,Affordable
"16 The Cedar, Stepaside, Dublin 18, D18W654",294950.0,1,1,Apartment,44.0,B3,53.259254,-6.222985,529.0,stepaside-dublin,Dublin,,,6703.409090909091,Dublin 18,Affordable
"Apartment 82, Greenview, Portmarnock, Co. Dublin, D13C3K7",425000.0,2,2,Apartment,,B3,53.420561,-6.152813,860.0,portmarnock-dublin,Dublin,,2003.0,,Greater Dublin,Mid-Market
"16 Seacliff Avenue, Dublin 13, Baldoyle, Dublin 13, D13P862",485000.0,3,1,Terrace,,C3,53.392526,-6.138869,775.0,baldoyle-dublin,Dublin,"Fully renovated throughout, High quality attic conversion, 90sqm plus an additional 19sqm at attic level, Sunny south west facing rear aspect, Landscaped rear garden with patio area, Fully fitted kitchen with integrated appliances, EV charger, Security alarm, Walking distance to DART, bus, schools and shops",1975.0,,Dublin 13,Mid-Market
"20 Avonbeg Road, Tallaght, Tallaght, Dublin 24, D24X00E",315000.0,4,2,End of Terrace,95.0,C2,53.286413,-6.353931,843.0,tallaght-dublin,Dublin,,1972.0,3315.7894736842104,Dublin 24,Affordable
"5 Ballyroan Heights, Rathfarnham, Dublin 16, D16T3Y0",850000.0,4,2,Detached,152.0,E1,53.287297,-6.30155,1545.0,rathfarnham-dublin,Dublin,"South facing garden at a staggering 900 sq. m. (10,000 sq. ft.), Highly desired location on quiet road with ample amenities nearby, Unique wraparound balcony with views across Dublin and overlooking the rear garden, Large private driveway, 135 ft. garden, South facing garden at a staggering 900 sq. m. (10,000 sq. ft.), Highly desired location on quiet road with ample amenities nearby, Unique wraparound balcony with views across Dublin and overlooking the rear garden, Large private driveway, 135 ft. garden",1960.0,5592.105263157895,Dublin 16,Premium
"29 Stapolin Lawns, Baldoyle, Dublin 13, D13A0X7",495000.0,3,1,Semi-D,93.0,G,53.398128,-6.14483,2448.0,baldoyle-dublin,Dublin,"Gas fired central heating, uPVC double glazed windows, Garage, Off street parking, Mature and popular development, Approx 93sqm (exl. garage), Close to bus stops & DART station, Large Rear Garden",1970.0,5322.580645161291,Dublin 13,Mid-Market
"405 The Edges 1, Sandyford, Dublin 18, D18H2K0",290000.0,1,1,Apartment,43.0,D1,53.278028,-6.216583,754.0,sandyford-dublin,Dublin,"4th-floor apartment with lift access, 43 sq. m. / 463 sq. ft of thoughtfully designed accommodation., Newly installed electric boiler, Concierge , Secure basement parking, Previous rent: €1,346 per month set 09/11/2023, Service charge: €2,294 per annum (Aramark Property Management)",2008.0,6744.186046511628,Dublin 18,Affordable
"Apartment 88 , Handel House, Loreto Abbey, Grange Road, Rathfarnham, Dublin 14, D14X684",385000.0,2,2,Apartment,,C2,53.293131,-6.27914,1085.0,rathfarnham-dublin,Dublin,"Presented in walk in condition, Double Glazing throughout, Master En suite, Secure underground parking, G.F.C.H, Designated Parking ",,,Dublin 14,Affordable
"Apartment 29, Georges Quay Apartments, Dublin 2, D02ND26",375000.0,2,1,Apartment,54.0,C2,53.347367,-6.255648,1141.0,dublin-2-dublin,Dublin,"Year of Construction 1997, Service charge €1936.26, Second floor, Open plan, South west aspect, Designated car space, Electric fireplace, Ornate coving, Fully tiled bathroom, High spec kitchen",1997.0,6944.444444444444,Dublin 2,Affordable
"25 Redcourt Oaks, Seafield Road East, Clontarf, Dublin 3, D03CX97",595000.0,3,3,Duplex,95.0,B3,53.363409,-6.183185,879.0,clontarf-dublin,Dublin,"Gas Fired Central Heating, Upgraded Kitchen, West Facing Rear Terrace, Designated Parking, Mature and Highly Sought After Development, Ideally Located within Walking Distance of Clontarf Promenade, B3 Energy Rating",2003.0,6263.1578947368425,Dublin 3,Mid-Market
"21 Seatown Villas, Swords, Co. Dublin, K67HX64",340000.0,2,2,Terrace,94.0,F,53.461346,-6.2155,956.0,swords-dublin,Dublin,"Superb location., Double glazed PVC windows throughout., Oil fired central., Close to local amenities.",,3617.021276595745,Greater Dublin,Affordable
"19 The Green, Phesants Run, Clonee, D15CXV6",450000.0,3,3,Semi-D,102.0,C3,53.40415,-6.417958,621.0,clonee-dublin,Dublin,"Recently upgraded family bathroom, New kitchen, New flooring throughout, Recently repainted, New emersion tank, Recently upgraded family bathroom, New kitchen, New flooring throughout, Recently repainted, New emersion tank",1998.0,4411.764705882353,Greater Dublin,Mid-Market
"24 Bath Avenue Gardens, Sandymount, Dublin 4, D04DF83",795000.0,2,1,End of Terrace,,G,53.337587,-6.229496,1986.0,sandymount-dublin,Dublin,,1900.0,,Dublin 4,Premium
"87 Bangor Road, Crumlin, Crumlin, Dublin 12, D12R6C6",449950.0,2,1,Terrace,,D2,53.324449,-6.302012,690.0,crumlin-dublin,Dublin,,,,Dublin 12,Mid-Market
"Site @ 27 Carrigmore Avenue, Citywest, Co. Dublin",175000.0,0,0,Site,,,53.2807275,-6.4290318,657.0,citywest-dublin,Dublin,,,,Greater Dublin,Affordable
"95 Hampton Wood Road, Finglas, Finglas, Dublin 11, D11C6X9",199950.0,1,1,Apartment,56.0,C3,53.404649,-6.287861,696.0,finglas-dublin,Dublin,,,3570.535714285714,Dublin 11,Affordable
"9 Brickfield Way Honeypark Dun Laoghaire, Dun Laoghaire, Co. Dublin, A96H887",1100000.0,4,3,End of Terrace,198.0,A3,53.277801,-6.147616,1408.0,dun-laoghaire-dublin,Dublin,"Superb end of terrace home overlooking a large open green space, A3 energy rating and solar panels, Gas-fired heating and heat recovery ventilation system, Action 24 alarm system, Two designated parking spaces and ample visitor parking, Service charge of approximately Ã¢Â‚Â¬450 per annum, Five minutesÂ’ walk to Park Pointe Shopping Centre, On the 7D, 111 and 46A bus routes, Fitted carpets, blinds, kitchen appliances, pendant lighting over the island and garden shed included in the sale",2014.0,5555.555555555556,Greater Dublin,Premium
"73 Ballygossan Park, Skerries, Co. Dublin, K34EP23",650000.0,4,3,Semi-D,,A3,53.569083,-6.111833,1710.0,skerries-dublin,Dublin,"A Rated Home, Wide Side Entrance, Large South Facing Rear Garden, Guest WC, Main Bedroom En-suite, Second Ground Floor Reception Room, Electric Car Charger, Off Street Parking, Cul-de-Sac Location, G.F.C.H.",2018.0,,Greater Dublin,Premium
"39 Saint Patrick's Road, Dublin 9, Drumcondra, Dublin 9, D09R5X7",550000.0,3,1,Terrace,103.0,E2,53.363704,-6.260263,1472.0,drumcondra-dublin,Dublin,,,5339.805825242718,Dublin 9,Mid-Market
"2 Summerfield Rise, Blanchardstown, Dublin 15, D15XN5P",485000.0,0,0,Semi-D,,C2,53.388014,-6.387316,412.0,blanchardstown-dublin,Dublin,"Chain Free Sale, No Rent Cap, Ready for immediate occupancy, Impressive three bed semi-detached home c. 107sq m/ 1,152sq ft, Three bathrooms to incl. guest toilet, en-suite and a family bathroom, Double glazed windows, Gas central heating, 10m/ 33ft long south facing rear garden which is not directly overlooked, Ideally located overlooking central residents' green, Paved driveway providing off-street parking",1997.0,,Dublin 15,Mid-Market
"23 Ardcian Park, Swords, Co. Dublin, K67PY16",450000.0,3,2,Semi-D,,C1,53.464277,-6.238549,760.0,swords-dublin,Dublin,,,,Greater Dublin,Mid-Market
"2 Spencer Place, North Strand, Dublin 3, D03W9V9",240000.0,1,1,Terrace,30.0,SI_666,53.357946,-6.239272,7301.0,north-strand-dublin,Dublin,"One bedroom Terraced home, Ideal first time buyer or investor home, Located on a quiet cul de sac, GFCH - Boiler upgraded 2 years ago, Partially floored attic space for storage with Velux window, Roof - front and back upgraded 18 months ago, No Maintenance Fee, Convenient to Dublin city centre and is well served by public transport, Proximity to IFSC, Three Arena, East Point Business Park and 10 mins walk to the City Centre, Thriving location",,8000.0,Dublin 3,Affordable
"18 Clonrath Avenue, Lusk, Co. Dublin, K45XT96",460000.0,3,3,Terrace,110.0,A2,53.532067,-6.162742,651.0,lusk-dublin,Dublin,,2021.0,4181.818181818182,Greater Dublin,Mid-Market
"135 Mulvey Park, Dundrum, Dundrum, Dublin 14, D14XR66",395000.0,2,1,Terrace,74.0,F,53.302476,-6.241386,2282.0,dundrum-dublin,Dublin,"Floor Area 74 sq. m. approx., Double glazed windows and doors. , Potential to extend to the rear (subject to Planning Permission) , 29 m long west facing rear garden, Walking distance to bus routes and the LUAS at Windy Arbour., Close to Dundrum Town Centre and local amenities., Off street parking., GFCH.",1950.0,5337.8378378378375,Dublin 14,Mid-Market
"64 Ely Woods, Ballyboden Road, Rathfarnham, Dublin 16, D16R2T7",425000.0,2,2,Apartment,64.0,C2,53.283782,-6.296753,517.0,rathfarnham-dublin,Dublin,,1998.0,6640.625,Dublin 16,Mid-Market
"5 Beaver Row, Donnybrook, Dublin 4, D04R8K1",525000.0,1,1,Terrace,,G,53.317588,-6.234068,1545.0,dublin-4-dublin,Dublin,"Potentially eligible for vacant home grants, ( subject to council approval). , Excellent redevelopment / refurbishment  opportunity , Sought after Dublin 4 location , South facing garden approx. 80ft , On street parking",,,Dublin 4,Mid-Market
"31-33 Gray Street, The Coombe, Dublin 8, D08PHE9",500000.0,3,2,End of Terrace,105.0,D2,53.34013,-6.280379,1909.0,the-coombe-dublin,Dublin,"Unique opportunity, High ceilings throughout, Yard with pedestrian access, Roof Terrace, Electric heating, Floor area approximately 105sqm/1130sqft, On street resident permit car parking, A short walk from Christchurch, Temple Bar and Grafton Street, Close to Luas green and red lines, Served by numerous bus routes",1900.0,4761.9047619047615,Dublin 8,Mid-Market
"137 Rockview, Sandyford, Dublin 18, D18CDT9",395000.0,3,2,Apartment,93.0,B1,53.269375,-6.241219,1493.0,sandyford-dublin,Dublin,"Well proportioned accommodation c. 93 Sq. M ( 1,076 Sq. Ft.) , Three Spacious Bedrooms: All finished to an immaculate standard, offering ample storage and natural light., Dual-Aspect Balconies: Perfect for morning coffee or evening relaxation, with panoramic views of the surrounding area., Bright Open-Plan Living: The living and dining area is designed to maximize space and light, creating an inviting atmosphere., Modern Kitchen: Fully fitted with sleek cabinetry, high-end appliances, and generous counter space., First-Floor Location: Enjoy both convenience and privacy, with easy access via lift or stairs. Prime Location: Situated in the heart of Sandyford, clo, Light fittings and kitchen appliances namely oven, hob, extractor fan, fridge freezer, dishwasher, washer/dryer are included in the sale , Luxuriously appointed upgraded bathrooms with quality sanitary ware extensive tiling , No rent cap so would be suitable for investor , Highly regarded, upmarket established residential location close to the M50, LUAS, Dundrum Town Centre and Sandyford Business Park ",,4247.311827956989,Dublin 18,Mid-Market
"20 Woodford Grove, D22 PF53, Clondalkin, Dublin 22",335000.0,3,1,Terrace,84.0,D1,53.3240224,-6.378213,974.0,clondalkin-dublin,Dublin,,,3988.095238095238,Dublin 22,Affordable
"26 Commons Road. D22C1W2, Clondalkin, Dublin 22",345000.0,3,1,End of Terrace,,E2,53.3157959,-6.3988379,504.0,clondalkin-dublin,Dublin,,,,Dublin 22,Affordable
"43 Rugby Road, Ranelagh, Dublin 6, D06C7W6",675000.0,3,0,End of Terrace,88.0,D2,53.324993,-6.258735,3359.0,ranelagh-dublin,Dublin,"Ideal Home or Investment opportunity., Ideal Dublin 6 location within minutes' walk of Ranelagh Village, Spacious accommodation extending to Â…..sqm / Â…Â… sqft, 4-minute walk from Ranelagh LUAS stop., 20-minute walk to Stephen's Green., G.F.C.H",1910.0,7670.454545454545,Dublin 6,Premium
"103 Grace Park Meadows, Drumcondra, Dublin 9, D09P9E2",560000.0,3,2,Semi-D,113.0,D1,53.377785,-6.23081,803.0,drumcondra-dublin,Dublin,"Gas fired central heating, Double glazed windows, Cobble lock front driveway, Shared side access, Mature residential neighbourhood, Private low maintenance rear garden with steel shed",1936.0,4955.7522123893805,Dublin 9,Mid-Market
"611-617, North Circular Road, Dublin 1, D01KW95",495000.0,0,0,Site,0.14,,53.35764,-6.250268,4004.0,north-circular-road-dublin,Dublin,"Site with FPP for 5 Townhouses - Planning ref: 4276/22, Modern 3 story units c.97.2sqm , Rooftop gardens , Accessed from Richmond Cottages North, Central location , Amenities & services nearby",,,Dublin 1,Mid-Market
"70 Clonliffe Avenue, Ballybough, Dublin 3, D03XW44",295000.0,2,1,Terrace,58.0,E1,53.360748,-6.244596,1704.0,ballybough-dublin,Dublin,,1974.0,5086.206896551724,Dublin 3,Affordable
"6 Fortescue Lane, Mountpleasant Avenue Lower, Rathmines, Dublin 6, D06P8K5",495000.0,1,1,Apartment,,A2,53.329536,-6.263658,1594.0,rathmines-dublin,Dublin,"New mews house in Rathmines, Convenient location adj Portobello bridge, Tasteful finished throughout, Pleasant outside area with separate access.",,,Dublin 6,Mid-Market
"13 Ashley Avenue, Swords, Co. Dublin, K67X6T3",350000.0,3,1,Terrace,82.0,D1,53.45456,-6.210967,730.0,swords-dublin,Dublin,,1981.0,4268.292682926829,Greater Dublin,Affordable
"89 Walkinstown Road, Dublin 12, Walkinstown, Dublin 12, D12X2Y6",499950.0,3,1,Semi-D,94.0,D1,53.320712,-6.330828,803.0,walkinstown-dublin,Dublin,,,5318.617021276596,Dublin 12,Mid-Market
"63 Inbhir Ide, Malahide, Co. Dublin, K36YD81",575000.0,3,2,Terrace,81.0,C3,53.45213,-6.169918,810.0,malahide-dublin,Dublin,"Wonderful three-bedroom home, Extras such as sun room, utility, large rear garden, Huge potential, Built in wardrobes, Large double bedrooms, Newly upgraded bathrooms, Guest w.c, Located close to DART and Malahide Village, Cul de sac located overlooking large green space, Close to local schools",1972.0,7098.765432098766,Greater Dublin,Mid-Market
"7 Tyrconnell Street, Inchicore, Dublin 8, D08F25V",375000.0,3,1,Terrace,87.0,B3,53.337698,-6.323064,2494.0,inchicore-dublin,Dublin,,1906.0,4310.3448275862065,Dublin 8,Affordable
"10 The Barrington, Lansdowne Place,, Ballsbridge, Dublin 4, D04H2X2",1750000.0,2,2,Apartment,152.0,A2,53.333236,-6.232478,1893.0,ballsbridge-dublin,Dublin,"Stunning interior finishes throughout designed by Goddard Littlefair, London, Custom designed kitchen, handcrafted in Ireland by O'Connor's of Drumleck and include Miele appliances., 6,500 sq.ft of residential amenities, 24-hour concierge service, Beautifully landscaped botanic gardens, Stunning interior finishes throughout designed by Goddard Littlefair, London, Custom designed kitchen, handcrafted in Ireland by O'Connor's of Drumleck and include Miele appliances., 6,500 sq.ft of residential amenities, 24-hour concierge service, Beautifully landscaped botanic gardens",2019.0,11513.157894736842,Dublin 4,Premium
"30 North Circular Road, North Circular Road, Dublin 7, D07EH77",1300000.0,5,7,Terrace,313.0,SI_666,53.35285,-6.296585,988.0,dublin-7-dublin,Dublin,"Roof re felted and slated in 2010, Gas fired central heating in all units, Easily managed investment, Short walk to LUAS, Central location adjacent to Phoenix Park, Vacant Possession upon completion, Established letting location",,4153.35463258786,Dublin 7,Premium
"47 Ferndale Court, Allies River Road, Rathmichael, Co. Dublin, A98RE87",445000.0,3,2,Townhouse,93.0,D1,53.215524,-6.129783,1837.0,rathmichael-dublin,Dublin,"3-bedroom townhouse, c.1,003 Sq.Ft / 93.22 Sq.m, Built c.2002, Tranquil setting, Generous parking, Manicured courtyard, Secure gated village community , Shankill & Bray Villages, N11 (QBC), M50, Luas (Brides Glen / Cherrywood) and DART (Shankill), Photos digitally staged for sale",,4784.94623655914,Greater Dublin,Mid-Market
"221 Olcovar, Shankill, Dublin 18, D18W678",410000.0,2,2,Apartment,80.0,C1,53.226843,-6.125226,591.0,shankill-dublin,Dublin,"Second-floor, two-bedroom, two-bathroom apartment with a triple-aspect design and a south-facing orientation, Immaculate condition with wood floors in the main living areas and high-quality finishes throughout, Open-plan living/dining area, sleek kitchen, and a master bedroom with en-suite bathroom., One designated secure underground parking space with free surface level visitor parking, Situated in the highly sought-after Olcovar development, built by Tudor Homes in 2008, Close to Shankill Village with Tesco Express, Lidl, dining options, boutiques, and essential services, Minutes from Shanganagh Park, Shankill Beach, Shankill Tennis Club, and nearby golf courses, Easy access to the nearby Rathmichael Wood and Dublin Mountains, Close to the DART, Luas at Brides Glen, multiple bus routes, and easy access to the N11 and M50, Proximity to playing fields, trails, and coastal areas offers ample opportunities for recreation and leisure",2006.0,5125.0,Dublin 18,Mid-Market
"17 Rosbeg Court, Sutton, Dublin 13, D13RC56",475000.0,3,1,Terrace,90.0,C2,53.385762,-6.141751,1462.0,sutton-dublin,Dublin,"Spacious layout, Neat backyard with a patio area, Built-in wardrobe, Ample extra storage available, Parking available, Excellent transport links, Easy access to bayside DART, Close to local amenities",1997.0,5277.777777777777,Dublin 13,Mid-Market
"54 Cherrywood Park. D22 XD45, Clondalkin, Dublin 22",265000.0,2,1,Bungalow,52.0,E1,53.3188015,-6.4147077,1702.0,clondalkin-dublin,Dublin,,,5096.153846153846,Dublin 22,Affordable
"Apartment 45 Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15, D15RW35",420000.0,2,2,Apartment,82.0,C2,53.373083,-6.335906,816.0,castleknock-dublin,Dublin,"82 Sq. m, Penthouse (3rd floor) apartment, Built in 2004, One designated car space underground, Ideal location",2004.0,5121.951219512195,Dublin 15,Mid-Market
"64a Monastery Drive, D22 EW65, Clondalkin, Dublin 22",600000.0,4,3,End of Terrace,128.0,A3,53.3220674,-6.3854143,1379.0,clondalkin-dublin,Dublin,,,4687.5,Dublin 22,Premium
"76 Avondale Road, Killiney, Co Dublin, A96AF53",790000.0,3,1,Detached,126.0,E1,53.271357,-6.12935,1105.0,killiney-dublin,Dublin,"Special features:, Gas heating, West facing large garden, Off street parking, Alarm, Garage, Potential to extend, Attic room",1963.0,6269.841269841269,Greater Dublin,Premium
"Carraig Rua, Carraig Rua, Temple Crescent, Blackrock, Co. Dublin, A94VP38",1250000.0,4,5,Detached,210.0,C1,53.297519,-6.166939,2484.0,blackrock-dublin,Dublin,,1986.0,5952.380952380952,Greater Dublin,Premium
"90 Maryfield Crescent, Artane, Dublin 5, D05W6V4",475000.0,3,2,Semi-D,95.0,E1,53.386345,-6.212504,997.0,artane-dublin,Dublin,,1950.0,5000.0,Dublin 5,Mid-Market
"10 Foxborough Meadows, Lucan, Co. Dublin, K78YK64",420000.0,4,3,Semi-D,121.0,C1,53.343251,-6.42453,765.0,lucan-dublin,Dublin,"Batteries with solar and heats water auto, Outbuilding for extra storage, Large rear garden, Spacious layout, Parking available for two cars, Excellent transport links, Easy access to Dublin City Centre, Close to local amenities",1997.0,3471.0743801652893,Greater Dublin,Mid-Market
"66 Orchard Way, Ayrfield, Dublin 13",185000.0,1,1,Apartment,44.0,C3,53.3977213,-6.1785266,0.0,ayrfield-dublin,Dublin,"PVC double glazed windows, Electric storage heaters, Designated parking, Southerly front aspect, Burglar alarm, Communal bin store, Landscaped grounds, Service Charge: c. â‚¬1855.62 per annum",2004.0,4204.545454545455,Dublin 13,Affordable
"2b Belarmine Drive, Dublin 18, Stepaside, Dublin 18, D18KP64",385000.0,2,2,Apartment,76.0,C2,53.259188,-6.220714,1169.0,stepaside-dublin,Dublin,"Bright, spacious accommodation c. 76 Sq. M, (818 Sq. Ft), Walk into condition- immaculately presented, welcoming interior, Owner occupied with no rent cap, would also suit investor, Own Hall Door Entrance, Oak wooden flooring, curtains and built-in kitchen appliances included, Item included in sale namely oven, hob, extractor fan, dishwasher and washing machine, Norwegian Pine Double Glazed windows, Digital Burglar Alarm system, Communal surface parking to front, Convenient  to M50, LUAS, Sandyford Industrial Estate and Dundrum Town Centre",2005.0,5065.789473684211,Dublin 18,Affordable
"50 Shanganagh Cliffs, Shankill, Dublin 18, D18TR99",474950.0,3,1,Terrace,82.0,D2,53.240282,-6.114498,1426.0,shankill-dublin,Dublin,"Sea Views to Front, Refurbished Throughout, Opposite Shanganagh Park, Direct Access to Killiney/Shankill Beaches, Shankill DART Station 2-minute Walk, Multiple Nearby Dublin Bus Routes",1976.0,5792.073170731707,Dublin 18,Mid-Market
"44 Harbour Court, George's Place, Dun Laoghaire, Co. Dublin, A96C439",395000.0,1,1,Apartment,54.0,C3,53.295145,-6.141398,766.0,dun-laoghaire-dublin,Dublin,,2008.0,7314.814814814815,Greater Dublin,Mid-Market
"116 Lioscian, Swords, Co. Dublin, K67XH10",365000.0,3,2,Terrace,81.0,C1,53.463159,-6.243453,729.0,swords-dublin,Dublin,,2002.0,4506.172839506173,Greater Dublin,Affordable
